"dpid","EmriPartise","Data","nrLike","nrReaction","nrKomente","nrShare","nrPosteve","koalicionet"
"1157","AlternativaKosova","2014-06-16","0","0","0","0","0",""
"1158","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-16","0","0","0","0","0",""
"1159","PDKqender","2014-06-16","0","0","0","0","0",""
"1160","nismaperkosoven.official","2014-06-16","0","0","0","0","0",""
"1161","aleancakosovaere","2014-06-15","120","0","3","2","1",""
"1162","drejtesiaofficial","2014-06-15","300","0","8","8","3",""
"1163","nismaperkosoven.official","2014-06-15","244","0","19","7","1",""
"1164","PDKqender","2014-06-15","314","0","8","2","1",""
"1165","vetevendosje","2014-06-15","1127","0","35","33","2",""
"1166","AlternativaKosova","2014-06-15","0","0","0","0","0",""
"1167","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-15","0","0","0","0","0",""
"1168","Aleanca.Official","2014-06-15","0","0","0","0","0",""
"1169","aleancakosovaere","2014-06-14","83","0","3","1","1",""
"1170","nismaperkosoven.official","2014-06-14","168","0","4","13","1",""
"1171","vetevendosje","2014-06-14","1074","0","31","55","1",""
"1172","drejtesiaofficial","2014-06-14","0","0","0","0","0",""
"1173","AlternativaKosova","2014-06-14","0","0","0","0","0",""
"1174","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-14","0","0","0","0","0",""
"1175","Aleanca.Official","2014-06-14","0","0","0","0","0",""
"1176","PDKqender","2014-06-14","0","0","0","0","0",""
"1177","drejtesiaofficial","2014-06-13","169","0","17","18","1",""
"1178","PDKqender","2014-06-13","187","0","3","0","1",""
"1179","vetevendosje","2014-06-13","643","0","25","31","2",""
"1180","AlternativaKosova","2014-06-13","0","0","0","0","0",""
"1181","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-13","0","0","0","0","0",""
"1182","Aleanca.Official","2014-06-13","0","0","0","0","0",""
"1183","aleancakosovaere","2014-06-13","0","0","0","0","0",""
"1184","nismaperkosoven.official","2014-06-13","0","0","0","0","0",""
"1185","drejtesiaofficial","2014-06-12","61","0","1","7","1",""
"1186","nismaperkosoven.official","2014-06-12","688","0","44","13","3",""
"1187","PDKqender","2014-06-12","570","0","4","0","2",""
"1188","vetevendosje","2014-06-12","6593","0","494","198","2",""
"1189","AlternativaKosova","2014-06-12","0","0","0","0","0",""
"1190","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-12","0","0","0","0","0",""
"1191","Aleanca.Official","2014-06-12","0","0","0","0","0",""
"1192","aleancakosovaere","2014-06-12","0","0","0","0","0",""
"1193","aleancakosovaere","2014-06-11","146","0","5","5","1",""
"1194","drejtesiaofficial","2014-06-11","348","0","18","14","2",""
"1195","nismaperkosoven.official","2014-06-11","662","0","59","30","2",""
"1196","vetevendosje","2014-06-11","2588","0","575","203","2",""
"1197","AlternativaKosova","2014-06-11","0","0","0","0","0",""
"1198","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-11","0","0","0","0","0",""
"1199","Aleanca.Official","2014-06-11","0","0","0","0","0",""
"1200","PDKqender","2014-06-11","0","0","0","0","0",""
"1201","aleancakosovaere","2014-06-10","130","0","3","8","1",""
"1202","PDKqender","2014-06-10","2198","0","145","101","3",""
"1203","vetevendosje","2014-06-10","7380","0","439","229","4",""
"1204","drejtesiaofficial","2014-06-10","0","0","0","0","0",""
"1205","AlternativaKosova","2014-06-10","0","0","0","0","0",""
"1206","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-10","0","0","0","0","0",""
"1207","Aleanca.Official","2014-06-10","0","0","0","0","0",""
"1208","nismaperkosoven.official","2014-06-10","0","0","0","0","0",""
"1209","aleancakosovaere","2014-06-09","37","0","1","0","1",""
"1210","drejtesiaofficial","2014-06-09","301","0","12","6","1",""
"1211","nismaperkosoven.official","2014-06-09","413","0","16","20","1",""
"1212","vetevendosje","2014-06-09","5969","0","477","161","4",""
"1213","AlternativaKosova","2014-06-09","0","0","0","0","0",""
"1214","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-09","0","0","0","0","0",""
"1215","Aleanca.Official","2014-06-09","0","0","0","0","0",""
"1216","PDKqender","2014-06-09","0","0","0","0","0",""
"1217","aleancakosovaere","2014-06-08","406","0","5","13","3",""
"1218","drejtesiaofficial","2014-06-08","1490","0","52","21","8",""
"1219","nismaperkosoven.official","2014-06-08","233","0","20","17","1",""
"1220","PDKqender","2014-06-08","4893","0","172","110","6",""
"1221","vetevendosje","2014-06-08","5893","0","288","171","2",""
"1222","AlternativaKosova","2014-06-08","0","0","0","0","0",""
"1223","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-08","0","0","0","0","0",""
"1224","Aleanca.Official","2014-06-08","0","0","0","0","0",""
"1225","aleancakosovaere","2014-06-07","55","0","5","8","1",""
"1226","drejtesiaofficial","2014-06-07","11","0","2","2","1",""
"1227","PDKqender","2014-06-07","150","0","0","0","1",""
"1228","AlternativaKosova","2014-06-07","0","0","0","0","0",""
"1229","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-07","0","0","0","0","0",""
"1230","Aleanca.Official","2014-06-07","0","0","0","0","0",""
"1231","vetevendosje","2014-06-07","0","0","0","0","0",""
"1232","nismaperkosoven.official","2014-06-07","0","0","0","0","0",""
"1233","Aleanca.Official","2014-06-06","475","0","17","34","3",""
"1234","aleancakosovaere","2014-06-06","433","0","6","36","7",""
"1235","drejtesiaofficial","2014-06-06","370","0","11","30","5",""
"1236","nismaperkosoven.official","2014-06-06","840","0","15","43","4",""
"1237","PDKqender","2014-06-06","1416","0","18","56","9",""
"1238","vetevendosje","2014-06-06","10530","0","227","458","8",""
"1239","AlternativaKosova","2014-06-06","0","0","0","0","0",""
"1240","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-06","0","0","0","0","0",""
"1241","Aleanca.Official","2014-06-05","91","0","2","2","1",""
"1242","aleancakosovaere","2014-06-05","1055","0","11","40","11",""
"1243","drejtesiaofficial","2014-06-05","843","0","23","39","7",""
"1244","nismaperkosoven.official","2014-06-05","2234","0","10","75","11",""
"1245","PDKqender","2014-06-05","1970","0","18","20","10",""
"1246","vetevendosje","2014-06-05","7138","0","131","285","10",""
"1247","AlternativaKosova","2014-06-05","0","0","0","0","0",""
"1248","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-05","0","0","0","0","0",""
"1249","Aleanca.Official","2014-06-04","207","0","11","5","2",""
"1250","aleancakosovaere","2014-06-04","1023","0","17","44","11",""
"1251","drejtesiaofficial","2014-06-04","283","0","4","29","4",""
"1252","nismaperkosoven.official","2014-06-04","2198","0","19","40","9",""
"1253","PDKqender","2014-06-04","3355","0","31","53","14",""
"1254","vetevendosje","2014-06-04","5826","0","167","255","8",""
"1255","AlternativaKosova","2014-06-04","0","0","0","0","0",""
"1256","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-04","0","0","0","0","0",""
"1257","Aleanca.Official","2014-06-03","614","0","20","2","7",""
"1258","aleancakosovaere","2014-06-03","990","0","10","43","9",""
"1259","drejtesiaofficial","2014-06-03","1139","0","8","82","11",""
"1260","nismaperkosoven.official","2014-06-03","2187","0","32","44","10",""
"1261","PDKqender","2014-06-03","1526","0","10","13","7",""
"1262","vetevendosje","2014-06-03","8001","0","166","351","9",""
"1263","AlternativaKosova","2014-06-03","0","0","0","0","0",""
"1264","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-03","0","0","0","0","0",""
"1265","Aleanca.Official","2014-06-02","352","0","5","4","2",""
"1266","aleancakosovaere","2014-06-02","658","0","5","27","8",""
"1267","drejtesiaofficial","2014-06-02","349","0","3","44","8",""
"1268","nismaperkosoven.official","2014-06-02","3105","0","19","140","13",""
"1269","PDKqender","2014-06-02","2107","0","9","37","10",""
"1270","vetevendosje","2014-06-02","8157","0","226","460","10",""
"1271","AlternativaKosova","2014-06-02","0","0","0","0","0",""
"1272","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-02","0","0","0","0","0",""
"1273","Aleanca.Official","2014-06-01","443","0","8","2","3",""
"1274","aleancakosovaere","2014-06-01","555","0","6","16","7",""
"1275","drejtesiaofficial","2014-06-01","450","0","4","14","5",""
"1276","nismaperkosoven.official","2014-06-01","3442","0","46","108","11",""
"1277","PDKqender","2014-06-01","1250","0","4","46","7",""
"1278","vetevendosje","2014-06-01","4663","0","94","198","8",""
"1279","AlternativaKosova","2014-06-01","0","0","0","0","0",""
"1280","LidhjaDemokratikeeKosovesOFFICIAL","2014-06-01","0","0","0","0","0",""
"1281","Aleanca.Official","2014-05-31","264","0","4","0","2",""
"1282","aleancakosovaere","2014-05-31","514","0","4","27","10",""
"1283","drejtesiaofficial","2014-05-31","445","0","7","31","6",""
"1284","nismaperkosoven.official","2014-05-31","1963","0","17","56","6",""
"1285","PDKqender","2014-05-31","1991","0","23","62","7",""
"1286","vetevendosje","2014-05-31","6372","0","137","314","9",""
"1287","AlternativaKosova","2014-05-31","0","0","0","0","0",""
"1288","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-31","0","0","0","0","0",""
"1289","Aleanca.Official","2014-05-30","290","0","1","0","2",""
"1290","aleancakosovaere","2014-05-30","615","0","8","47","12",""
"1291","drejtesiaofficial","2014-05-30","596","0","31","165","9",""
"1292","nismaperkosoven.official","2014-05-30","2082","0","14","87","8",""
"1293","PDKqender","2014-05-30","630","0","6","23","3",""
"1294","vetevendosje","2014-05-30","5856","0","138","277","9",""
"1295","AlternativaKosova","2014-05-30","0","0","0","0","0",""
"1296","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-30","0","0","0","0","0",""
"1297","Aleanca.Official","2014-05-29","221","0","11","3","2",""
"1298","aleancakosovaere","2014-05-29","661","0","0","39","11",""
"1299","drejtesiaofficial","2014-05-29","329","0","8","32","6",""
"1300","nismaperkosoven.official","2014-05-29","2368","0","58","153","5",""
"1301","PDKqender","2014-05-29","830","0","8","19","4",""
"1302","vetevendosje","2014-05-29","3780","0","83","204","6",""
"1303","AlternativaKosova","2014-05-29","0","0","0","0","0",""
"1304","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-29","0","0","0","0","0",""
"1305","Aleanca.Official","2014-05-28","174","0","4","1","1",""
"1306","aleancakosovaere","2014-05-28","314","0","3","7","5",""
"1307","drejtesiaofficial","2014-05-28","1708","0","46","176","13",""
"1308","nismaperkosoven.official","2014-05-28","1752","0","12","80","8",""
"1309","PDKqender","2014-05-28","1067","0","18","23","6",""
"1310","vetevendosje","2014-05-28","8223","0","142","470","11",""
"1311","AlternativaKosova","2014-05-28","0","0","0","0","0",""
"1312","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-28","0","0","0","0","0",""
"1313","Aleanca.Official","2014-05-27","94","0","1","0","1",""
"1314","aleancakosovaere","2014-05-27","359","0","9","16","7",""
"1315","drejtesiaofficial","2014-05-27","125","0","0","11","2",""
"1316","nismaperkosoven.official","2014-05-27","834","0","6","19","5",""
"1317","PDKqender","2014-05-27","938","0","2","10","8",""
"1318","vetevendosje","2014-05-27","2929","0","84","191","7",""
"1319","AlternativaKosova","2014-05-27","0","0","0","0","0",""
"1320","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-27","0","0","0","0","0",""
"1321","Aleanca.Official","2014-05-26","371","0","9","1","3",""
"1322","aleancakosovaere","2014-05-26","397","0","4","32","6",""
"1323","drejtesiaofficial","2014-05-26","79","0","2","4","2",""
"1324","nismaperkosoven.official","2014-05-26","1700","0","9","93","11",""
"1325","PDKqender","2014-05-26","1043","0","10","22","8",""
"1326","vetevendosje","2014-05-26","2407","0","35","80","6",""
"1327","AlternativaKosova","2014-05-26","0","0","0","0","0",""
"1328","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-26","0","0","0","0","0",""
"1329","Aleanca.Official","2014-05-25","583","0","9","1","5",""
"1330","aleancakosovaere","2014-05-25","95","0","1","4","2",""
"1331","drejtesiaofficial","2014-05-25","582","0","9","36","8",""
"1332","nismaperkosoven.official","2014-05-25","965","0","3","7","7",""
"1333","PDKqender","2014-05-25","482","0","3","10","2",""
"1334","vetevendosje","2014-05-25","3269","0","75","260","5",""
"1335","AlternativaKosova","2014-05-25","0","0","0","0","0",""
"1336","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-25","0","0","0","0","0",""
"1337","Aleanca.Official","2014-05-24","510","0","0","7","4",""
"1338","aleancakosovaere","2014-05-24","357","0","9","26","5",""
"1339","drejtesiaofficial","2014-05-24","268","0","7","19","6",""
"1340","nismaperkosoven.official","2014-05-24","1170","0","9","23","5",""
"1341","PDKqender","2014-05-24","553","0","1","7","5",""
"1342","vetevendosje","2014-05-24","4232","0","55","238","8",""
"1343","AlternativaKosova","2014-05-24","0","0","0","0","0",""
"1344","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-24","0","0","0","0","0",""
"1345","Aleanca.Official","2014-05-23","395","0","6","2","3",""
"1346","aleancakosovaere","2014-05-23","311","0","7","15","7",""
"1347","drejtesiaofficial","2014-05-23","154","0","4","9","5",""
"1348","nismaperkosoven.official","2014-05-23","831","0","9","20","3",""
"1349","PDKqender","2014-05-23","1256","0","8","18","4",""
"1350","vetevendosje","2014-05-23","6192","0","109","310","10",""
"1351","AlternativaKosova","2014-05-23","0","0","0","0","0",""
"1352","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-23","0","0","0","0","0",""
"1353","Aleanca.Official","2014-05-22","151","0","3","21","1",""
"1354","aleancakosovaere","2014-05-22","58","0","1","20","3",""
"1355","drejtesiaofficial","2014-05-22","271","0","1","32","7",""
"1356","nismaperkosoven.official","2014-05-22","1112","0","11","24","4",""
"1357","PDKqender","2014-05-22","705","0","2","12","6",""
"1358","vetevendosje","2014-05-22","4445","0","138","246","10",""
"1359","AlternativaKosova","2014-05-22","0","0","0","0","0",""
"1360","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-22","0","0","0","0","0",""
"1361","drejtesiaofficial","2014-05-21","148","0","2","17","2",""
"1362","nismaperkosoven.official","2014-05-21","919","0","9","58","3",""
"1363","PDKqender","2014-05-21","466","0","38","39","3",""
"1364","vetevendosje","2014-05-21","2309","0","23","90","6",""
"1365","AlternativaKosova","2014-05-21","0","0","0","0","0",""
"1366","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-21","0","0","0","0","0",""
"1367","Aleanca.Official","2014-05-21","0","0","0","0","0",""
"1368","aleancakosovaere","2014-05-21","0","0","0","0","0",""
"1369","Aleanca.Official","2014-05-20","403","0","0","6","2",""
"1370","aleancakosovaere","2014-05-20","199","0","13","35","3",""
"1371","drejtesiaofficial","2014-05-20","414","0","9","34","6",""
"1372","nismaperkosoven.official","2014-05-20","850","0","9","22","3",""
"1373","PDKqender","2014-05-20","984","0","22","25","4",""
"1374","vetevendosje","2014-05-20","3467","0","68","272","7",""
"1375","AlternativaKosova","2014-05-20","0","0","0","0","0",""
"1376","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-20","0","0","0","0","0",""
"1377","Aleanca.Official","2014-05-19","706","0","7","16","7",""
"1378","aleancakosovaere","2014-05-19","96","0","4","11","3",""
"1379","drejtesiaofficial","2014-05-19","256","0","17","34","7",""
"1380","nismaperkosoven.official","2014-05-19","242","0","8","4","1",""
"1381","PDKqender","2014-05-19","746","0","3","0","5",""
"1382","vetevendosje","2014-05-19","3430","0","80","210","4",""
"1383","AlternativaKosova","2014-05-19","0","0","0","0","0",""
"1384","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-19","0","0","0","0","0",""
"1385","Aleanca.Official","2014-05-18","237","0","1","1","3",""
"1386","aleancakosovaere","2014-05-18","21","0","0","6","1",""
"1387","nismaperkosoven.official","2014-05-18","538","0","7","14","3",""
"1388","PDKqender","2014-05-18","151","0","0","0","1",""
"1389","vetevendosje","2014-05-18","2507","0","26","151","4",""
"1390","drejtesiaofficial","2014-05-18","0","0","0","0","0",""
"1391","AlternativaKosova","2014-05-18","0","0","0","0","0",""
"1392","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-18","0","0","0","0","0",""
"1393","Aleanca.Official","2014-05-17","157","0","2","10","3",""
"1394","drejtesiaofficial","2014-05-17","292","0","3","15","8",""
"1395","nismaperkosoven.official","2014-05-17","716","0","4","32","4",""
"1396","PDKqender","2014-05-17","662","0","5","0","5",""
"1397","vetevendosje","2014-05-17","1092","0","34","150","2",""
"1398","AlternativaKosova","2014-05-17","0","0","0","0","0",""
"1399","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-17","0","0","0","0","0",""
"1400","aleancakosovaere","2014-05-17","0","0","0","0","0",""
"1401","Aleanca.Official","2014-05-16","301","0","0","9","3",""
"1402","aleancakosovaere","2014-05-16","84","0","0","9","3",""
"1403","drejtesiaofficial","2014-05-16","39","0","3","0","1",""
"1404","nismaperkosoven.official","2014-05-16","159","0","1","12","1",""
"1405","PDKqender","2014-05-16","779","0","5","0","5",""
"1406","vetevendosje","2014-05-16","1496","0","67","82","4",""
"1407","AlternativaKosova","2014-05-16","0","0","0","0","0",""
"1408","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-16","0","0","0","0","0",""
"1409","Aleanca.Official","2014-05-15","607","0","3","25","4",""
"1410","aleancakosovaere","2014-05-15","169","0","5","14","2",""
"1411","drejtesiaofficial","2014-05-15","104","0","1","8","2",""
"1412","nismaperkosoven.official","2014-05-15","392","0","4","16","2",""
"1413","PDKqender","2014-05-15","1018","0","0","10","4",""
"1414","vetevendosje","2014-05-15","2648","0","62","223","5",""
"1415","AlternativaKosova","2014-05-15","0","0","0","0","0",""
"1416","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-15","0","0","0","0","0",""
"1417","Aleanca.Official","2014-05-14","183","0","2","3","2",""
"1418","aleancakosovaere","2014-05-14","28","0","0","5","2",""
"1419","drejtesiaofficial","2014-05-14","145","0","2","13","7",""
"1420","nismaperkosoven.official","2014-05-14","396","0","3","8","2",""
"1421","PDKqender","2014-05-14","45","0","0","0","1",""
"1422","vetevendosje","2014-05-14","1645","0","34","200","4",""
"1423","AlternativaKosova","2014-05-14","0","0","0","0","0",""
"1424","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-14","0","0","0","0","0",""
"1425","Aleanca.Official","2014-05-13","68","0","1","2","1",""
"1426","aleancakosovaere","2014-05-13","72","0","4","3","1",""
"1427","drejtesiaofficial","2014-05-13","17","0","0","6","1",""
"1428","nismaperkosoven.official","2014-05-13","266","0","3","13","1",""
"1429","PDKqender","2014-05-13","938","0","16","24","5",""
"1430","vetevendosje","2014-05-13","742","0","22","59","3",""
"1431","AlternativaKosova","2014-05-13","0","0","0","0","0",""
"1432","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-13","0","0","0","0","0",""
"1433","Aleanca.Official","2014-05-12","166","0","0","4","1",""
"1434","aleancakosovaere","2014-05-12","76","0","1","7","3",""
"1435","drejtesiaofficial","2014-05-12","35","0","0","1","1",""
"1436","nismaperkosoven.official","2014-05-12","667","0","7","16","3",""
"1437","PDKqender","2014-05-12","661","0","3","9","4",""
"1438","vetevendosje","2014-05-12","492","0","12","78","2",""
"1439","AlternativaKosova","2014-05-12","0","0","0","0","0",""
"1440","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-12","0","0","0","0","0",""
"1441","aleancakosovaere","2014-05-11","60","0","0","8","1",""
"1442","nismaperkosoven.official","2014-05-11","811","0","7","61","4",""
"1443","drejtesiaofficial","2014-05-11","0","0","0","0","0",""
"1444","AlternativaKosova","2014-05-11","0","0","0","0","0",""
"1445","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-11","0","0","0","0","0",""
"1446","Aleanca.Official","2014-05-11","0","0","0","0","0",""
"1447","vetevendosje","2014-05-11","0","0","0","0","0",""
"1448","PDKqender","2014-05-11","0","0","0","0","0",""
"1449","aleancakosovaere","2014-05-10","59","0","0","10","1",""
"1450","drejtesiaofficial","2014-05-10","24","0","0","3","1",""
"1451","nismaperkosoven.official","2014-05-10","583","0","11","35","4",""
"1452","PDKqender","2014-05-10","468","0","16","18","1",""
"1453","vetevendosje","2014-05-10","168","0","4","1","1",""
"1454","AlternativaKosova","2014-05-10","0","0","0","0","0",""
"1455","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-10","0","0","0","0","0",""
"1456","Aleanca.Official","2014-05-10","0","0","0","0","0",""
"1457","Aleanca.Official","2014-05-09","278","0","1","9","4",""
"1458","aleancakosovaere","2014-05-09","52","0","1","1","2",""
"1459","nismaperkosoven.official","2014-05-09","1132","0","30","78","7",""
"1460","vetevendosje","2014-05-09","1164","0","35","80","5",""
"1461","drejtesiaofficial","2014-05-09","0","0","0","0","0",""
"1462","AlternativaKosova","2014-05-09","0","0","0","0","0",""
"1463","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-09","0","0","0","0","0",""
"1464","PDKqender","2014-05-09","0","0","0","0","0",""
"1465","Aleanca.Official","2014-05-08","74","0","1","5","1",""
"1466","aleancakosovaere","2014-05-08","99","0","1","5","3",""
"1467","drejtesiaofficial","2014-05-08","174","0","2","35","8",""
"1468","nismaperkosoven.official","2014-05-08","591","0","9","28","4",""
"1469","PDKqender","2014-05-08","251","0","9","7","2",""
"1470","vetevendosje","2014-05-08","1559","0","35","151","7",""
"1471","AlternativaKosova","2014-05-08","0","0","0","0","0",""
"1472","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-08","0","0","0","0","0",""
"1473","aleancakosovaere","2014-05-07","43","0","3","1","2",""
"1474","drejtesiaofficial","2014-05-07","95","0","2","7","5",""
"1475","nismaperkosoven.official","2014-05-07","678","0","7","41","4",""
"1476","PDKqender","2014-05-07","334","0","6","2","2",""
"1477","vetevendosje","2014-05-07","1888","0","51","216","9",""
"1478","AlternativaKosova","2014-05-07","0","0","0","0","0",""
"1479","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-07","0","0","0","0","0",""
"1480","Aleanca.Official","2014-05-07","0","0","0","0","0",""
"1481","drejtesiaofficial","2014-05-06","32","0","2","1","1",""
"1482","nismaperkosoven.official","2014-05-06","333","0","3","39","2",""
"1483","PDKqender","2014-05-06","497","0","4","3","4",""
"1484","vetevendosje","2014-05-06","1410","0","18","112","9",""
"1485","AlternativaKosova","2014-05-06","0","0","0","0","0",""
"1486","LidhjaDemokratikeeKosovesOFFICIAL","2014-05-06","0","0","0","0","0",""
"1487","Aleanca.Official","2014-05-06","0","0","0","0","0",""
"1488","aleancakosovaere","2014-05-06","0","0","0","0","0",""
"1489","drejtesiaofficial","","32","0","2","1","1",""
"1490","AlternativaKosova","","0","0","0","0","0",""
"1491","LidhjaDemokratikeeKosovesOFFICIAL","","0","0","0","0","0",""
"1492","Aleanca.Official","","0","0","0","0","0",""
"1493","aleancakosovaere","","0","0","0","0","0",""
"1494","vetevendosje","","1410","0","18","112","9",""
"1495","PDKqender","","497","0","4","3","4",""
"1496","nismaperkosoven.official","","333","0","3","39","2",""
"3473","Aleanca.Official","2017-06-01","999","1000","7","9","7",""
"3474","aleancakosovaere","2017-06-01","1162","1171","23","30","6",""
"3475","AlternativaKosova","2017-06-01","1080","1113","65","49","7",""
"3476","drejtesiaofficial","2017-06-01","106","107","0","8","2",""
"3477","LidhjaDemokratikeeKosovesOFFICIAL","2017-06-01","2680","2711","78","68","5",""
"3478","nismaperkosoven.official","2017-06-01","615","617","11","11","5",""
"3479","PDKqender","2017-06-01","1364","1383","22","107","5",""
"3480","vetevendosje","2017-06-01","13290","14264","3851","920","6",""
"4369","Aleanca.Official","2017-06-02","535","540","6","11","6",""
"4370","aleancakosovaere","2017-06-02","1775","1784","19","28","15",""
"4371","AlternativaKosova","2017-06-02","176","176","1","1","5",""
"4372","drejtesiaofficial","2017-06-02","98","99","8","13","2",""
"4373","LidhjaDemokratikeeKosovesOFFICIAL","2017-06-02","921","924","10","0","2",""
"4374","nismaperkosoven.official","2017-06-02","280","282","2","3","6",""
"4375","PDKqender","2017-06-02","610","612","1","0","4",""
"4376","vetevendosje","2017-06-02","11286","12609","4859","595","7",""
"5361","drejtesiaofficial","2017-06-05","186","186","3","9","4",""
"5362","AlternativaKosova","2017-06-05","1576","1589","50","33","11",""
"5363","LidhjaDemokratikeeKosovesOFFICIAL","2017-06-05","367","370","7","0","1",""
"5364","Aleanca.Official","2017-06-05","474","475","2","0","4",""
"5365","aleancakosovaere","2017-06-05","2548","2563","47","93","31",""
"5366","vetevendosje","2017-06-05","9229","10164","4184","496","6",""
"5367","PDKqender","2017-06-05","1237","1247","12","11","6",""
"5368","nismaperkosoven.official","2017-06-05","585","590","9","9","5",""
"5377","drejtesiaofficial","2017-06-04","180","187","12","9","6",""
"5378","AlternativaKosova","2017-06-04","981","990","5","7","8",""
"5379","LidhjaDemokratikeeKosovesOFFICIAL","2017-06-04","825","828","14","31","1",""
"5380","Aleanca.Official","2017-06-04","579","581","5","0","5",""
"5381","aleancakosovaere","2017-06-04","1812","1824","34","23","16",""
"5382","vetevendosje","2017-06-04","17550","19237","5987","1874","9",""
"5383","PDKqender","2017-06-04","521","529","6","0","2",""
"5384","nismaperkosoven.official","2017-06-04","458","459","3","8","4",""
"5393","Aleanca.Official","2017-06-03","569","570","7","0","4",""
"5394","aleancakosovaere","2017-06-03","2977","2985","41","44","21",""
"5395","AlternativaKosova","2017-06-03","465","468","6","9","5",""
"5396","drejtesiaofficial","2017-06-03","153","155","3","31","4",""
"5397","LidhjaDemokratikeeKosovesOFFICIAL","2017-06-03","512","514","4","15","1",""
"5398","nismaperkosoven.official","2017-06-03","1384","1387","22","277","16",""
"5399","PDKqender","2017-06-03","823","863","19","0","5",""
"5400","vetevendosje","2017-06-03","8340","9459","5204","627","5",""
"6353","Aleanca.Official","2017-06-09","516","524","14","0","4",""
"6354","aleancakosovaere","2017-06-09","2081","2097","24","58","14",""
"6355","AlternativaKosova","2017-06-09","379","380","7","14","4",""
"6356","drejtesiaofficial","2017-06-09","250","250","4","12","6",""
"6357","LidhjaDemokratikeeKosovesOFFICIAL","2017-06-09","2185","2197","33","37","3",""
"6358","nismaperkosoven.official","2017-06-09","320","321","3","10","3",""
"6359","PDKqender","2017-06-09","4533","4571","41","135","16",""
"6360","vetevendosje","2017-06-09","43303","50399","18543","7070","12",""
"6369","Aleanca.Official","2017-06-08","1359","1371","19","39","9",""
"6370","aleancakosovaere","2017-06-08","2129","2143","24","33","18",""
"6371","AlternativaKosova","2017-06-08","1235","1253","129","36","11",""
"6372","drejtesiaofficial","2017-06-08","105","105","0","8","2",""
"6373","LidhjaDemokratikeeKosovesOFFICIAL","2017-06-08","856","859","10","46","1",""
"6374","nismaperkosoven.official","2017-06-08","90","90","3","0","2",""
"6375","PDKqender","2017-06-08","676","681","14","0","3",""
"6376","vetevendosje","2017-06-08","23148","26063","9061","3259","13",""
"6385","Aleanca.Official","2017-06-07","656","658","0","0","5",""
"6386","aleancakosovaere","2017-06-07","2438","2463","58","52","14",""
"6387","AlternativaKosova","2017-06-07","1266","1271","21","23","10",""
"6388","drejtesiaofficial","2017-06-07","572","582","36","25","4",""
"6389","LidhjaDemokratikeeKosovesOFFICIAL","2017-06-07","3321","3356","67","139","4",""
"6390","nismaperkosoven.official","2017-06-07","429","431","1","1","4",""
"6391","PDKqender","2017-06-07","4424","4535","292","171","2",""
"6392","vetevendosje","2017-06-07","11376","12945","4805","859","7",""
"6401","Aleanca.Official","2017-06-06","1996","2007","16","0","15",""
"6402","aleancakosovaere","2017-06-06","2485","2499","36","106","21",""
"6403","AlternativaKosova","2017-06-06","1172","1180","32","17","8",""
"6404","drejtesiaofficial","2017-06-06","81","81","0","8","2",""
"6405","LidhjaDemokratikeeKosovesOFFICIAL","2017-06-06","2933","2991","92","543","3",""
"6406","nismaperkosoven.official","2017-06-06","4473","4492","60","132","17",""
"6407","PDKqender","2017-06-06","48","48","0","0","1",""
