"EmriKandidatit","Data","NrLike","NrReaction","NrKomenteve","NrShare","nrPosteve","Partia","Komuna"
"910656602314125","2017-11-04","0","0","0","0","0","LDK","Sharr"
"1555763194717660","2017-11-03","222","223","18","6","1","AAK","Istog"
"533546846720711","2017-11-03","75","75","2","1","1","NISMA","MalishevÃ«"
"abrashiarban","2017-11-03","5309","5352","192","120","9","LDK","Prishtina"
"Agim.Bahtirii","2017-11-03","87","87","24","0","1","AKR","Mitrovica"
"AgimAliuPDK94","2017-11-03","2054","2066","32","67","1","PDK","Ferizaj"
"AgimVeliu","2017-11-03","949","957","19","45","2","LDK","PodujevÃ«"
"BashotaSokol","2017-11-03","254","254","3","10","1","PDK","KlinÃ«"
"Dr.IdrizVehapi","2017-11-03","304","304","3","5","2","PDK","Rahovec"
"fatmirgashipeje","2017-11-03","317","317","7","4","2","AAK","Peja"
"FatmirRashitiVoto54","2017-11-03","395","403","58","37","1","KP","Shtime"
"FatonTopalli2017","2017-11-03","88","91","0","1","1","LÃ«vizja VETÃ‹VENDOSJE!","Ferizaj"
"hazirilutfi","2017-11-03","1387","1391","12","51","3","LDK","Gjilan"
"imri.ahmeti","2017-11-03","844","848","53","22","1","LDK","Lipjan"
"kdtp.rks","2017-11-03","72","74","0","1","1","KDTP","Mamusha"
"mhaskukaa","2017-11-03","1577","1641","44","27","3","LÃ«vizja VETÃ‹VENDOSJE!","Prizren"
"mimozakusari","2017-11-03","935","954","16","10","5","ALT","Gjakova"
"muharremsvarqazyrtare","2017-11-03","387","387","6","29","2","LDK","Ferizaj"
"pdkmalisheva","2017-11-03","117","117","0","1","2","PDK","MalishevÃ«"
"pdknaimismajli","2017-11-03","222","222","1","4","2","PDK","Shtime"
"QendronKastrati10","2017-11-03","569","588","25","26","1","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"shaqirtotaj","2017-11-03","873","878","12","7","3","PDK","Prizren"
"ShpendAhmetii","2017-11-03","3374","3509","135","184","4","LÃ«vizja VETÃ‹VENDOSJE!","Prishtina"
"sokolihaliti.official","2017-11-03","66","66","0","0","1","LDK","Viti"
"validrizi","2017-11-03","1659","1683","101","30","11","PDK","Mitrovica"
"vllahiuarber","2017-11-03","592","603","17","1","1","AAK","Prishtina"
"xhafertahiriofficial","2017-11-03","488","489","22","21","2","LDK","Vushtrri"
"101664896548627","2017-11-03","0","0","0","0","0","LDK","Obiliq"
"lulzimkabashi.ak","2017-11-03","0","0","0","0","0","AAK","Prizren"
"aaksuharekeofficial","2017-11-03","0","0","0","0","0","AAK","SuharekÃ«"
"vetevendosjekastriot","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Obiliq"
"salihsalihu19","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Viti"
"mal.lokaj1","2017-11-03","0","0","0","0","0","LDK","DeÃ§an"
"130664660988134","2017-11-03","0","0","0","0","0","SL","Mitrovica Veriore"
"besimhotikline","2017-11-03","0","0","0","0","0","LDK","KlinÃ«"
"BlerandKadrijajofficial","2017-11-03","0","0","0","0","0","PDK","DeÃ§an"
"BlerimiperSuhareke","2017-11-03","0","0","0","0","0","PDK","SuharekÃ«"
"LvvKacanik","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KaÃ§anik"
"LirakCelaj.ks","2017-11-03","0","0","0","0","0","PDK","Prishtina"
"zekesinanajdecan","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","DeÃ§an"
"1471112073125298","2017-11-03","0","0","0","0","0","AKR","Skenderaj"
"XhavitZariqiOfficial","2017-11-03","0","0","0","0","0","AAK","Ferizaj"
"CaushiDriton","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjakova"
"sabihashalaofficial","2017-11-03","0","0","0","0","0","PDK","Peja"
"pdkdegaviti","2017-11-03","0","0","0","0","0","PDK","Viti"
"VVMalisheva","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","MalishevÃ«"
"ramizlladrovci","2017-11-03","0","0","0","0","0","PDK","Drenas"
"1891305244219623","2017-11-03","0","0","0","0","0","AAK","DeÃ§an"
"oliverivanovickos","2017-11-03","0","0","0","0","0","IQ","Mitrovica Veriore"
"1914605832085405","2017-11-03","0","0","0","0","0","SL","Partesh"
"SamiKurteshi13","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjilan"
"1934481086825941","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","SuharekÃ«"
"KryetarFehmiFerati","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Mitrovica"
"feritidrizii","2017-11-03","0","0","0","0","0","PDK","Vushtrri"
"1940058396319659","2017-11-03","0","0","0","0","0","PDK","Obiliq"
"voto47","2017-11-03","0","0","0","0","0","LDK","Rahovec"
"gradonacelnikjablanovic","2017-11-03","0","0","0","0","0","PKS","Leposaviq"
"AjetPotera2017","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","PodujevÃ«"
"BekimHamezJashari","2017-11-03","0","0","0","0","0","KP","Skenderaj"
"222542211233814","2017-11-03","0","0","0","0","0","AAK","Junik"
"asllanajsali","2017-11-03","0","0","0","0","0","LDK","SuharekÃ«"
"Zenunelezaj1963","2017-11-03","0","0","0","0","0","AAK","KlinÃ«"
"BurimBerishaOfficial","2017-11-03","0","0","0","0","0","LDK","FushÃ« KosovÃ«"
"xhemajlajisa","2017-11-03","0","0","0","0","0","NISMA","Drenas"
"310775596061589","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Vushtrri"
"ShkelqimMJakupi","2017-11-03","0","0","0","0","0","LDK","KaÃ§anik"
"ardiangjiniaak","2017-11-03","0","0","0","0","0","AAK","Gjakova"
"selimshabanldk47","2017-11-03","0","0","0","0","0","LDK","Shtime"
"LVVKline","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KlinÃ«"
"Agron.Avdijaj10","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Istog"
"RexhepKadriu.rks","2017-11-03","0","0","0","0","0","AAK","Gjilan"
"selimpacolliofficial","2017-11-03","0","0","0","0","0","AKR","Prishtina"
"safetkamberipermitrovicen","2017-11-03","0","0","0","0","0","LDK","Mitrovica"
"SelatinRetkoceriVV","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Lipjan"
"gazmuhaxheri","2017-11-03","0","0","0","0","0","LDK","Peja"
"RamadanHotii","2017-11-03","0","0","0","0","0","PDK","Gjakova"
"SmajlLatifi50","2017-11-03","0","0","0","0","0","AAK","Rahovec"
"ProfDrBeqirSadikaj","2017-11-03","0","0","0","0","0","PDK","Istog"
"KTAP.KOSOVA","2017-11-03","0","0","0","0","0","KTAP","Mamusha"
"BesimIlaziPDK","2017-11-03","0","0","0","0","0","PDK","KaÃ§anik"
"491857897815166","2017-11-03","0","0","0","0","0","PDK","PodujevÃ«"
"XhaferGashiPerObiliq","2017-11-03","0","0","0","0","0","AAK","Obiliq"
"505468136208097","2017-11-03","0","0","0","0","0","LDK","Istog"
"DrHatimBaxhaku","2017-11-03","0","0","0","0","0","LDK","Prizren"
"HajrushKurtajOfficial","2017-11-03","0","0","0","0","0","AAK","KaÃ§anik"
"548957518774900","2017-11-03","0","0","0","0","0","PDK","FushÃ« KosovÃ«"
"ldkjunikfaqjazyrtare","2017-11-03","0","0","0","0","0","LDK","Junik"
"bnurboja","2017-11-03","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Peja"
"ZenunPajazitiOfficial","2017-11-03","0","0","0","0","0","PDK","Gjilan"
"IsmetHajrullahuPDK","2017-11-03","0","0","0","0","0","PDK","Lipjan"
"910656602314125","2017-11-03","0","0","0","0","0","LDK","Sharr"
"1555763194717660","2017-11-02","315","316","16","13","2","AAK","Istog"
"aaksuharekeofficial","2017-11-02","153","153","8","0","1","AAK","SuharekÃ«"
"abrashiarban","2017-11-02","7003","7045","227","222","7","LDK","Prishtina"
"Agim.Bahtirii","2017-11-02","540","546","41","3","2","AKR","Mitrovica"
"AgimVeliu","2017-11-02","492","496","10","19","1","LDK","PodujevÃ«"
"AjetPotera2017","2017-11-02","194","195","2","2","1","LÃ«vizja VETÃ‹VENDOSJE!","PodujevÃ«"
"ardiangjiniaak","2017-11-02","261","265","24","2","2","AAK","Gjakova"
"asllanajsali","2017-11-02","61","61","0","5","1","LDK","SuharekÃ«"
"BashotaSokol","2017-11-02","218","218","5","2","1","PDK","KlinÃ«"
"Dr.IdrizVehapi","2017-11-02","297","297","1","2","2","PDK","Rahovec"
"gazmuhaxheri","2017-11-02","537","539","20","9","1","LDK","Peja"
"hazirilutfi","2017-11-02","166","168","1","14","1","LDK","Gjilan"
"mhaskukaa","2017-11-02","1368","1426","35","46","1","LÃ«vizja VETÃ‹VENDOSJE!","Prizren"
"mimozakusari","2017-11-02","131","134","4","1","1","ALT","Gjakova"
"muharremsvarqazyrtare","2017-11-02","274","274","8","20","1","LDK","Ferizaj"
"pdkmalisheva","2017-11-02","313","313","1","8","2","PDK","MalishevÃ«"
"pdknaimismajli","2017-11-02","327","327","2","13","2","PDK","Shtime"
"ShpendAhmetii","2017-11-02","5136","5397","363","128","6","LÃ«vizja VETÃ‹VENDOSJE!","Prishtina"
"sokolihaliti.official","2017-11-02","53","53","1","0","1","LDK","Viti"
"validrizi","2017-11-02","796","800","18","20","6","PDK","Mitrovica"
"XhaferGashiPerObiliq","2017-11-02","473","473","9","1","4","AAK","Obiliq"
"101664896548627","2017-11-02","0","0","0","0","0","LDK","Obiliq"
"lulzimkabashi.ak","2017-11-02","0","0","0","0","0","AAK","Prizren"
"vllahiuarber","2017-11-02","0","0","0","0","0","AAK","Prishtina"
"vetevendosjekastriot","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Obiliq"
"salihsalihu19","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Viti"
"mal.lokaj1","2017-11-02","0","0","0","0","0","LDK","DeÃ§an"
"shaqirtotaj","2017-11-02","0","0","0","0","0","PDK","Prizren"
"130664660988134","2017-11-02","0","0","0","0","0","SL","Mitrovica Veriore"
"besimhotikline","2017-11-02","0","0","0","0","0","LDK","KlinÃ«"
"BlerandKadrijajofficial","2017-11-02","0","0","0","0","0","PDK","DeÃ§an"
"BlerimiperSuhareke","2017-11-02","0","0","0","0","0","PDK","SuharekÃ«"
"fatmirgashipeje","2017-11-02","0","0","0","0","0","AAK","Peja"
"LvvKacanik","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KaÃ§anik"
"LirakCelaj.ks","2017-11-02","0","0","0","0","0","PDK","Prishtina"
"zekesinanajdecan","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","DeÃ§an"
"1471112073125298","2017-11-02","0","0","0","0","0","AKR","Skenderaj"
"XhavitZariqiOfficial","2017-11-02","0","0","0","0","0","AAK","Ferizaj"
"CaushiDriton","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjakova"
"imri.ahmeti","2017-11-02","0","0","0","0","0","LDK","Lipjan"
"sabihashalaofficial","2017-11-02","0","0","0","0","0","PDK","Peja"
"pdkdegaviti","2017-11-02","0","0","0","0","0","PDK","Viti"
"FatonTopalli2017","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Ferizaj"
"VVMalisheva","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","MalishevÃ«"
"ramizlladrovci","2017-11-02","0","0","0","0","0","PDK","Drenas"
"1891305244219623","2017-11-02","0","0","0","0","0","AAK","DeÃ§an"
"oliverivanovickos","2017-11-02","0","0","0","0","0","IQ","Mitrovica Veriore"
"1914605832085405","2017-11-02","0","0","0","0","0","SL","Partesh"
"SamiKurteshi13","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjilan"
"1934481086825941","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","SuharekÃ«"
"KryetarFehmiFerati","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Mitrovica"
"feritidrizii","2017-11-02","0","0","0","0","0","PDK","Vushtrri"
"1940058396319659","2017-11-02","0","0","0","0","0","PDK","Obiliq"
"voto47","2017-11-02","0","0","0","0","0","LDK","Rahovec"
"FatmirRashitiVoto54","2017-11-02","0","0","0","0","0","KP","Shtime"
"gradonacelnikjablanovic","2017-11-02","0","0","0","0","0","PKS","Leposaviq"
"BekimHamezJashari","2017-11-02","0","0","0","0","0","KP","Skenderaj"
"xhafertahiriofficial","2017-11-02","0","0","0","0","0","LDK","Vushtrri"
"222542211233814","2017-11-02","0","0","0","0","0","AAK","Junik"
"Zenunelezaj1963","2017-11-02","0","0","0","0","0","AAK","KlinÃ«"
"kdtp.rks","2017-11-02","0","0","0","0","0","KDTP","Mamusha"
"BurimBerishaOfficial","2017-11-02","0","0","0","0","0","LDK","FushÃ« KosovÃ«"
"xhemajlajisa","2017-11-02","0","0","0","0","0","NISMA","Drenas"
"310775596061589","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Vushtrri"
"ShkelqimMJakupi","2017-11-02","0","0","0","0","0","LDK","KaÃ§anik"
"selimshabanldk47","2017-11-02","0","0","0","0","0","LDK","Shtime"
"LVVKline","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KlinÃ«"
"Agron.Avdijaj10","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Istog"
"AgimAliuPDK94","2017-11-02","0","0","0","0","0","PDK","Ferizaj"
"RexhepKadriu.rks","2017-11-02","0","0","0","0","0","AAK","Gjilan"
"selimpacolliofficial","2017-11-02","0","0","0","0","0","AKR","Prishtina"
"safetkamberipermitrovicen","2017-11-02","0","0","0","0","0","LDK","Mitrovica"
"SelatinRetkoceriVV","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Lipjan"
"RamadanHotii","2017-11-02","0","0","0","0","0","PDK","Gjakova"
"SmajlLatifi50","2017-11-02","0","0","0","0","0","AAK","Rahovec"
"ProfDrBeqirSadikaj","2017-11-02","0","0","0","0","0","PDK","Istog"
"KTAP.KOSOVA","2017-11-02","0","0","0","0","0","KTAP","Mamusha"
"BesimIlaziPDK","2017-11-02","0","0","0","0","0","PDK","KaÃ§anik"
"491857897815166","2017-11-02","0","0","0","0","0","PDK","PodujevÃ«"
"505468136208097","2017-11-02","0","0","0","0","0","LDK","Istog"
"DrHatimBaxhaku","2017-11-02","0","0","0","0","0","LDK","Prizren"
"QendronKastrati10","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"533546846720711","2017-11-02","0","0","0","0","0","NISMA","MalishevÃ«"
"HajrushKurtajOfficial","2017-11-02","0","0","0","0","0","AAK","KaÃ§anik"
"548957518774900","2017-11-02","0","0","0","0","0","PDK","FushÃ« KosovÃ«"
"ldkjunikfaqjazyrtare","2017-11-02","0","0","0","0","0","LDK","Junik"
"bnurboja","2017-11-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Peja"
"ZenunPajazitiOfficial","2017-11-02","0","0","0","0","0","PDK","Gjilan"
"IsmetHajrullahuPDK","2017-11-02","0","0","0","0","0","PDK","Lipjan"
"910656602314125","2017-11-02","0","0","0","0","0","LDK","Sharr"
"1555763194717660","2017-11-01","580","581","21","5","1","AAK","Istog"
"505468136208097","2017-11-01","386","386","32","8","1","LDK","Istog"
"abrashiarban","2017-11-01","7759","7840","324","251","6","LDK","Prishtina"
"AgimAliuPDK94","2017-11-01","983","986","1","44","1","PDK","Ferizaj"
"AgimVeliu","2017-11-01","808","817","20","48","2","LDK","PodujevÃ«"
"AjetPotera2017","2017-11-01","2764","2797","40","51","2","LÃ«vizja VETÃ‹VENDOSJE!","PodujevÃ«"
"BashotaSokol","2017-11-01","21","21","0","0","1","PDK","KlinÃ«"
"BekimHamezJashari","2017-11-01","1141","1146","26","13","1","KP","Skenderaj"
"Dr.IdrizVehapi","2017-11-01","316","318","0","8","2","PDK","Rahovec"
"hazirilutfi","2017-11-01","648","651","7","37","2","LDK","Gjilan"
"imri.ahmeti","2017-11-01","548","549","12","13","1","LDK","Lipjan"
"mhaskukaa","2017-11-01","462","482","13","23","1","LÃ«vizja VETÃ‹VENDOSJE!","Prizren"
"mimozakusari","2017-11-01","1082","1158","209","59","2","ALT","Gjakova"
"oliverivanovickos","2017-11-01","26","26","0","0","1","IQ","Mitrovica Veriore"
"pdknaimismajli","2017-11-01","236","236","3","2","1","PDK","Shtime"
"shaqirtotaj","2017-11-01","442","445","12","14","1","PDK","Prizren"
"ShpendAhmetii","2017-11-01","6831","7085","402","267","5","LÃ«vizja VETÃ‹VENDOSJE!","Prishtina"
"validrizi","2017-11-01","225","226","14","8","1","PDK","Mitrovica"
"XhaferGashiPerObiliq","2017-11-01","456","457","9","8","4","AAK","Obiliq"
"xhemajlajisa","2017-11-01","41","41","0","4","1","NISMA","Drenas"
"101664896548627","2017-11-01","0","0","0","0","0","LDK","Obiliq"
"lulzimkabashi.ak","2017-11-01","0","0","0","0","0","AAK","Prizren"
"vllahiuarber","2017-11-01","0","0","0","0","0","AAK","Prishtina"
"aaksuharekeofficial","2017-11-01","0","0","0","0","0","AAK","SuharekÃ«"
"vetevendosjekastriot","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Obiliq"
"salihsalihu19","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Viti"
"mal.lokaj1","2017-11-01","0","0","0","0","0","LDK","DeÃ§an"
"130664660988134","2017-11-01","0","0","0","0","0","SL","Mitrovica Veriore"
"besimhotikline","2017-11-01","0","0","0","0","0","LDK","KlinÃ«"
"BlerandKadrijajofficial","2017-11-01","0","0","0","0","0","PDK","DeÃ§an"
"BlerimiperSuhareke","2017-11-01","0","0","0","0","0","PDK","SuharekÃ«"
"fatmirgashipeje","2017-11-01","0","0","0","0","0","AAK","Peja"
"LvvKacanik","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KaÃ§anik"
"LirakCelaj.ks","2017-11-01","0","0","0","0","0","PDK","Prishtina"
"zekesinanajdecan","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","DeÃ§an"
"1471112073125298","2017-11-01","0","0","0","0","0","AKR","Skenderaj"
"XhavitZariqiOfficial","2017-11-01","0","0","0","0","0","AAK","Ferizaj"
"CaushiDriton","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjakova"
"sabihashalaofficial","2017-11-01","0","0","0","0","0","PDK","Peja"
"pdkdegaviti","2017-11-01","0","0","0","0","0","PDK","Viti"
"FatonTopalli2017","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Ferizaj"
"VVMalisheva","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","MalishevÃ«"
"ramizlladrovci","2017-11-01","0","0","0","0","0","PDK","Drenas"
"1891305244219623","2017-11-01","0","0","0","0","0","AAK","DeÃ§an"
"1914605832085405","2017-11-01","0","0","0","0","0","SL","Partesh"
"SamiKurteshi13","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjilan"
"1934481086825941","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","SuharekÃ«"
"KryetarFehmiFerati","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Mitrovica"
"feritidrizii","2017-11-01","0","0","0","0","0","PDK","Vushtrri"
"1940058396319659","2017-11-01","0","0","0","0","0","PDK","Obiliq"
"voto47","2017-11-01","0","0","0","0","0","LDK","Rahovec"
"FatmirRashitiVoto54","2017-11-01","0","0","0","0","0","KP","Shtime"
"gradonacelnikjablanovic","2017-11-01","0","0","0","0","0","PKS","Leposaviq"
"xhafertahiriofficial","2017-11-01","0","0","0","0","0","LDK","Vushtrri"
"222542211233814","2017-11-01","0","0","0","0","0","AAK","Junik"
"asllanajsali","2017-11-01","0","0","0","0","0","LDK","SuharekÃ«"
"Zenunelezaj1963","2017-11-01","0","0","0","0","0","AAK","KlinÃ«"
"Agim.Bahtirii","2017-11-01","0","0","0","0","0","AKR","Mitrovica"
"kdtp.rks","2017-11-01","0","0","0","0","0","KDTP","Mamusha"
"pdkmalisheva","2017-11-01","0","0","0","0","0","PDK","MalishevÃ«"
"BurimBerishaOfficial","2017-11-01","0","0","0","0","0","LDK","FushÃ« KosovÃ«"
"310775596061589","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Vushtrri"
"ShkelqimMJakupi","2017-11-01","0","0","0","0","0","LDK","KaÃ§anik"
"ardiangjiniaak","2017-11-01","0","0","0","0","0","AAK","Gjakova"
"selimshabanldk47","2017-11-01","0","0","0","0","0","LDK","Shtime"
"LVVKline","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KlinÃ«"
"Agron.Avdijaj10","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Istog"
"RexhepKadriu.rks","2017-11-01","0","0","0","0","0","AAK","Gjilan"
"selimpacolliofficial","2017-11-01","0","0","0","0","0","AKR","Prishtina"
"safetkamberipermitrovicen","2017-11-01","0","0","0","0","0","LDK","Mitrovica"
"SelatinRetkoceriVV","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Lipjan"
"gazmuhaxheri","2017-11-01","0","0","0","0","0","LDK","Peja"
"RamadanHotii","2017-11-01","0","0","0","0","0","PDK","Gjakova"
"SmajlLatifi50","2017-11-01","0","0","0","0","0","AAK","Rahovec"
"ProfDrBeqirSadikaj","2017-11-01","0","0","0","0","0","PDK","Istog"
"KTAP.KOSOVA","2017-11-01","0","0","0","0","0","KTAP","Mamusha"
"BesimIlaziPDK","2017-11-01","0","0","0","0","0","PDK","KaÃ§anik"
"491857897815166","2017-11-01","0","0","0","0","0","PDK","PodujevÃ«"
"sokolihaliti.official","2017-11-01","0","0","0","0","0","LDK","Viti"
"DrHatimBaxhaku","2017-11-01","0","0","0","0","0","LDK","Prizren"
"QendronKastrati10","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"533546846720711","2017-11-01","0","0","0","0","0","NISMA","MalishevÃ«"
"HajrushKurtajOfficial","2017-11-01","0","0","0","0","0","AAK","KaÃ§anik"
"548957518774900","2017-11-01","0","0","0","0","0","PDK","FushÃ« KosovÃ«"
"ldkjunikfaqjazyrtare","2017-11-01","0","0","0","0","0","LDK","Junik"
"bnurboja","2017-11-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Peja"
"ZenunPajazitiOfficial","2017-11-01","0","0","0","0","0","PDK","Gjilan"
"IsmetHajrullahuPDK","2017-11-01","0","0","0","0","0","PDK","Lipjan"
"muharremsvarqazyrtare","2017-11-01","0","0","0","0","0","LDK","Ferizaj"
"910656602314125","2017-11-01","0","0","0","0","0","LDK","Sharr"
"1555763194717660","2017-10-31","763","771","94","38","2","AAK","Istog"
"1891305244219623","2017-10-31","125","125","0","3","1","AAK","DeÃ§an"
"aaksuharekeofficial","2017-10-31","168","170","13","5","3","AAK","SuharekÃ«"
"abrashiarban","2017-10-31","2879","2898","81","70","4","LDK","Prishtina"
"AgimVeliu","2017-10-31","734","740","27","20","2","LDK","PodujevÃ«"
"AjetPotera2017","2017-10-31","545","555","23","31","1","LÃ«vizja VETÃ‹VENDOSJE!","PodujevÃ«"
"Dr.IdrizVehapi","2017-10-31","103","103","0","1","1","PDK","Rahovec"
"gazmuhaxheri","2017-10-31","1478","1482","39","7","2","LDK","Peja"
"HajrushKurtajOfficial","2017-10-31","33","33","0","0","1","AAK","KaÃ§anik"
"hazirilutfi","2017-10-31","1464","1464","29","28","3","LDK","Gjilan"
"mimozakusari","2017-10-31","320","323","12","5","2","ALT","Gjakova"
"muharremsvarqazyrtare","2017-10-31","286","286","17","25","1","LDK","Ferizaj"
"pdknaimismajli","2017-10-31","326","327","8","21","1","PDK","Shtime"
"QendronKastrati10","2017-10-31","2311","2395","216","437","2","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"ramizlladrovci","2017-10-31","697","698","83","11","2","PDK","Drenas"
"selimpacolliofficial","2017-10-31","123","125","1","0","1","AKR","Prishtina"
